frame,ball_x,ball_y
frame_784,975.93,129.04
frame_786,965.81,125.85
frame_788,955.82,122.61
frame_790,944.42,120.10
frame_792,933.61,117.22
frame_794,922.89,115.96
frame_796,909.38,114.93
frame_798,897.44,115.21
frame_800,884.79,115.39
frame_802,871.57,116.42
frame_804,858.28,117.58
frame_806,844.11,119.73
frame_808,829.53,124.69
frame_810,814.41,127.90
frame_812,800.11,133.50
frame_814,782.55,139.78
frame_816,767.01,146.74
frame_818,750.64,155.13
frame_820,733.73,164.67
frame_822,716.04,175.47
frame_824,697.70,186.79
frame_826,678.70,200.70
frame_828,659.65,215.05
frame_830,640.69,229.99
frame_832,622.02,247.30
frame_834,601.77,265.96
frame_836,581.47,285.62
frame_838,560.31,307.40
frame_840,539.75,331.63
frame_842,518.37,356.08
frame_844,496.86,380.01
frame_846,477.19,397.02
frame_848,460.42,386.73
frame_850,443.92,376.30
frame_852,427.08,368.20
frame_854,409.71,360.54
frame_856,392.78,354.25
frame_858,375.16,348.45
frame_860,357.34,344.49
frame_862,339.35,340.62
frame_864,320.43,337.80
frame_866,1919,0
frame_868,1919,0
frame_870,1919,0
frame_872,246.72,337.92
frame_874,227.52,343.68
frame_876,209.66,349.86
frame_878,192.00,357.60
frame_880,171.30,365.24
frame_882,153.23,374.85
frame_884,134.32,387.79
frame_886,114.98,399.93
frame_888,96.00,414.00
frame_890,76.70,432.01
frame_892,61.82,446.59
frame_894,44.73,466.12
frame_896,27.53,489.70
frame_898,9.34,510.76
frame_900,1919,0
frame_902,1919,0
frame_904,1919,0
frame_906,1919,0
frame_908,1919,0
frame_910,1919,0
frame_912,1919,0
frame_914,1919,0
frame_916,1919,0
frame_918,1919,0
frame_920,1919,0
frame_922,999.98,485.95
frame_924,1003.42,482.51
frame_926,1006.87,482.02
frame_928,1010.31,482.02
frame_930,1012.27,484.97
frame_932,1015.71,488.90
frame_934,1017.68,492.34
frame_936,1019.64,499.22
frame_938,1021.12,506.10
frame_940,1021.12,507.58
frame_942,1023.58,515.93
frame_944,1025.54,524.78
frame_946,1919,0
frame_948,1919,0
frame_950,1919,0
frame_952,1919,0
frame_954,1919,0
frame_956,1919,0
frame_958,1919,0
frame_960,1919,0
frame_962,1919,0
frame_964,1020.00,556.80
frame_966,1011.60,528.00
frame_968,1008.00,493.20
frame_970,1008.00,459.60
frame_972,1008.93,425.26
frame_974,1010.22,392.35
frame_976,1009.37,360.99
frame_978,1010.77,329.47
frame_980,1012.94,303.02
frame_982,1014.43,276.06
frame_984,1015.11,252.04
frame_986,1015.28,228.87
frame_988,1017.05,208.30
frame_990,1018.58,189.73
frame_992,1019.07,173.39
frame_994,1020.70,161.08
frame_996,1021.61,149.29
frame_998,1023.42,138.59
frame_1000,1023.66,132.37
frame_1002,1025.48,126.43
frame_1004,1026.49,124.19
frame_1006,1027.84,124.35
frame_1008,1029.17,126.13
frame_1010,1030.25,129.64
frame_1012,1030.69,136.55
frame_1014,1032.11,146.44
frame_1016,1033.51,155.52
frame_1018,1033.76,168.43
frame_1020,1035.48,183.24
frame_1022,1035.89,201.09
frame_1024,1037.08,219.79
frame_1026,1037.58,242.23
frame_1028,1038.89,264.10
frame_1030,1039.22,288.79
frame_1032,1029.70,305.82
frame_1034,980.99,277.74
frame_1036,945.35,258.54
frame_1038,918.24,246.82
frame_1040,899.02,235.95
frame_1042,883.78,231.00
frame_1044,871.66,227.37
frame_1046,861.73,224.55
frame_1048,853.86,224.77
frame_1050,847.64,224.22
frame_1052,842.72,224.89
frame_1054,838.22,226.23
frame_1056,834.93,228.87
frame_1058,831.84,232.15
frame_1060,830.11,234.50
frame_1062,827.71,239.33
frame_1064,1919,0
frame_1066,1919,0
frame_1068,1919,0
frame_1070,823.88,227.13
frame_1072,823.13,215.60
frame_1074,822.96,207.23
frame_1076,821.81,198.01
frame_1078,821.83,191.94
frame_1080,821.30,185.48
frame_1082,821.73,180.83
frame_1084,821.13,176.67
frame_1086,821.30,172.91
frame_1088,821.05,170.01
frame_1090,821.38,168.37
frame_1092,821.52,166.47
frame_1094,821.99,166.13
frame_1096,822.70,164.44
frame_1098,824.60,164.09
frame_1100,829.63,161.68
frame_1102,833.74,160.19
frame_1104,837.86,160.26
frame_1106,843.43,158.69
frame_1108,1919,0
frame_1110,1919,0
frame_1112,1919,0
frame_1114,864.45,163.31
frame_1116,870.75,165.57
frame_1118,876.79,170.35
frame_1120,883.58,175.85
frame_1122,891.05,181.77
frame_1124,897.98,189.91
frame_1126,905.31,197.29
frame_1128,914.51,208.12
frame_1130,924.08,220.33
frame_1132,933.92,234.47
frame_1134,944.74,249.48
frame_1136,955.15,268.16
frame_1138,967.67,289.39
frame_1140,980.65,314.03
frame_1142,994.67,340.49
frame_1144,1009.49,372.33
frame_1146,1026.07,407.84
frame_1148,1043.14,447.68
frame_1150,1062.40,493.17
frame_1152,1081.69,530.34
frame_1154,1098.25,532.81
frame_1156,1116.15,536.10
frame_1158,1134.23,542.84
frame_1160,1155.18,551.74
frame_1162,1177.09,563.65
frame_1164,1200.96,577.18
frame_1166,1919,0
frame_1168,1919,0
frame_1170,1287.11,647.71
frame_1172,1302.74,646.57
frame_1174,1253.20,548.81
frame_1176,1214.42,474.49
frame_1178,1181.74,416.16
frame_1180,1156.20,368.07
frame_1182,1133.62,329.63
frame_1184,1114.13,300.43
frame_1186,1098.36,275.51
frame_1188,1084.68,254.85
frame_1190,1072.15,239.23
frame_1192,1062.49,225.95
frame_1194,1053.75,214.96
frame_1196,1044.71,206.79
frame_1198,1036.69,200.02
frame_1200,1030.94,195.18
frame_1202,1025.24,190.72
frame_1204,1020.19,188.96
frame_1206,1015.65,186.86
frame_1208,1012.09,186.51
frame_1210,1007.46,186.90
frame_1212,1004.19,187.69
frame_1214,1001.60,189.34
frame_1216,998.34,191.07
frame_1218,995.92,193.59
frame_1220,993.39,196.79
frame_1222,990.10,200.57
frame_1224,989.24,205.33
frame_1226,987.23,209.00
frame_1228,985.56,213.53
frame_1230,984.03,218.23
frame_1232,982.54,222.57
frame_1234,980.98,219.14
frame_1236,979.93,210.41
frame_1238,978.37,202.14
frame_1240,977.11,194.37
frame_1242,975.76,189.10
frame_1244,974.88,182.65
frame_1246,974.61,177.43
frame_1248,972.17,173.68
frame_1250,970.82,170.85
frame_1252,970.35,166.70
frame_1254,969.48,164.38
frame_1256,967.91,162.99
frame_1258,967.10,161.99
frame_1260,966.29,161.39
frame_1262,966.37,160.29
frame_1264,970.64,161.01
frame_1266,975.12,161.68
frame_1268,979.95,163.39
frame_1270,984.65,165.11
frame_1272,989.86,168.74
frame_1274,995.42,172.21
frame_1276,1001.46,176.67
frame_1278,1007.57,182.40
frame_1280,1014.92,189.40
frame_1282,1022.30,197.62
frame_1284,1030.05,207.83
frame_1286,1038.66,218.45
frame_1288,1048.08,231.53
frame_1290,1057.80,246.47
frame_1292,1068.63,262.46
frame_1294,1080.76,281.90
frame_1296,1093.32,303.39
frame_1298,1107.31,328.20
frame_1300,1122.93,356.44
frame_1302,1139.00,389.68
frame_1304,1170.32,447.14
frame_1306,1190.61,483.32
frame_1308,1206.32,488.43
frame_1310,1223.34,495.31
frame_1312,1246.99,510.23
frame_1314,1269.49,518.77
frame_1316,1295.23,537.37
frame_1318,1323.31,558.65
frame_1320,1351.25,585.37
frame_1322,1386.07,620.88
frame_1324,1424.36,650.74
frame_1326,1465.35,693.36
frame_1328,1460.37,674.80
frame_1330,1405.70,583.10
frame_1332,1366.15,514.63
frame_1334,1325.21,449.61
frame_1336,1297.84,398.67
frame_1338,1267.23,354.37
frame_1340,1241.28,317.79
frame_1342,1223.11,292.28
frame_1344,1197.29,259.87
frame_1346,1180.76,235.56
frame_1348,1164.48,211.30
frame_1350,1149.36,198.44
frame_1352,1136.65,185.68
frame_1354,1127.25,171.40
frame_1356,1115.14,159.53
frame_1358,1105.12,151.89
frame_1360,1094.39,145.92
frame_1362,1088.38,138.66
frame_1364,1078.14,129.52
frame_1366,1072.38,126.16
frame_1368,1065.96,124.28
frame_1370,1063.44,122.65
frame_1372,1054.11,120.12
frame_1374,1047.78,118.30
frame_1376,1042.70,118.65
frame_1378,1037.25,117.87
frame_1380,1034.86,118.69
frame_1382,1032.79,118.57
frame_1384,1027.79,119.71
frame_1386,1025.64,122.23
frame_1388,1021.95,124.53
frame_1390,1018.40,127.50
frame_1392,1013.86,130.39
frame_1394,1010.95,133.06
frame_1396,1007.79,136.98
frame_1398,1006.07,142.44
frame_1400,1002.97,142.42
frame_1402,1001.47,148.75
frame_1404,999.14,154.16
frame_1406,997.71,158.18
frame_1408,995.92,163.92
frame_1410,991.46,167.55
frame_1412,991.00,173.69
frame_1414,990.70,179.49
frame_1416,988.12,183.98
frame_1418,985.88,190.92
frame_1420,982.64,203.88
frame_1422,982.95,204.10
frame_1424,982.44,206.32
frame_1426,980.14,205.91
frame_1428,979.23,205.69
frame_1430,979.47,190.12
frame_1432,981.13,185.80
frame_1434,980.88,181.01
frame_1436,979.96,179.72
frame_1438,979.86,177.45
frame_1440,984.79,164.07
frame_1442,990.14,159.43
frame_1444,996.17,158.16
frame_1446,1002.14,153.44
frame_1448,1005.47,150.94
frame_1450,1011.14,150.23
frame_1452,1017.16,145.88
frame_1454,1021.68,143.30
frame_1456,1026.00,143.34
frame_1458,1031.11,142.95
frame_1460,1037.34,144.10
frame_1462,1043.74,140.40
frame_1464,1051.64,141.45
frame_1466,1058.52,145.51
frame_1468,1065.68,148.83
frame_1470,1076.25,154.06
frame_1472,1082.90,158.30
frame_1474,1092.35,163.19
frame_1476,1103.95,168.82
frame_1478,1113.07,176.40
frame_1480,1122.42,187.32
frame_1482,1131.81,199.67
frame_1484,1144.41,211.24
frame_1486,1156.21,223.79
frame_1488,1167.85,238.46
frame_1490,1178.47,261.53
frame_1492,1195.66,283.21
frame_1494,1207.76,303.51
frame_1496,1228.12,331.50
frame_1498,1245.19,358.34
frame_1500,1260.29,394.57
frame_1502,1277.07,426.58
frame_1504,1294.48,472.15
frame_1506,1318.55,512.05
frame_1508,1277.05,110.80
frame_1510,1356.56,549.65
frame_1512,1372.29,545.35
frame_1514,1393.59,537.41
frame_1516,1411.28,536.80
frame_1518,1430.45,530.14
frame_1520,1450.34,531.13
frame_1522,1474.53,538.17
frame_1524,1494.82,534.67
frame_1526,1526.64,541.66
frame_1528,1551.15,550.86
frame_1530,1573.05,557.75
frame_1532,1595.29,570.41
frame_1534,1614.11,575.66
frame_1536,1622.21,572.83
frame_1538,1499.28,479.92
frame_1540,1401.98,409.74
frame_1542,1323.23,353.71
frame_1544,1262.89,306.52
frame_1546,1205.66,277.73
frame_1548,1157.62,248.63
frame_1550,1115.78,230.14
frame_1552,1091.66,217.50
frame_1554,1059.21,199.10
frame_1556,1033.63,190.56
frame_1558,1012.60,182.17
frame_1560,990.98,175.32
frame_1562,978.84,170.35
frame_1564,963.34,166.10
frame_1566,944.24,164.66
frame_1568,932.49,163.57
frame_1570,921.79,163.96
frame_1572,916.11,165.16
frame_1574,905.92,165.74
frame_1576,892.90,169.81
frame_1578,885.20,172.74
frame_1580,1017.45,90.63
frame_1582,1021.05,87.22
frame_1584,1017.55,77.19
frame_1586,1019.37,74.31
frame_1588,1015.89,74.20
frame_1590,855.08,186.13
frame_1592,849.42,194.16
frame_1594,846.50,199.35
frame_1596,843.14,204.68
frame_1598,838.34,208.44
frame_1600,837.25,205.18
frame_1602,835.49,200.35
frame_1604,832.77,194.53
frame_1606,829.98,185.80
frame_1608,828.14,179.72
frame_1610,832.03,169.37
frame_1612,835.16,168.47
frame_1614,836.68,167.44
frame_1616,1919,0
frame_1618,1919,0
frame_1620,853.36,168.64
frame_1622,854.01,167.51
frame_1624,821.19,92.06
frame_1626,823.55,92.76
frame_1628,825.23,91.50
frame_1630,872.32,171.05
frame_1632,876.41,173.91
frame_1634,882.63,180.14
frame_1636,887.52,183.16
frame_1638,892.26,185.06
frame_1640,901.31,195.53
frame_1642,906.86,204.72
frame_1644,913.77,212.00
frame_1646,921.30,223.49
frame_1648,926.87,232.42
frame_1650,933.01,249.66
frame_1652,942.52,262.91
frame_1654,953.38,279.43
frame_1656,965.25,299.96
frame_1658,976.76,318.30
frame_1660,980.49,339.08
frame_1662,995.92,366.08
frame_1664,1004.25,368.55
frame_1666,1013.08,365.25
frame_1668,1019.46,354.20
frame_1670,1019.28,353.90
frame_1672,1029.55,350.23
frame_1674,1037.46,349.06
frame_1676,1044.95,348.75
frame_1678,1053.08,347.91
frame_1680,1062.07,352.50
frame_1682,1071.15,354.41
frame_1684,1078.11,359.67
frame_1686,1091.35,367.62
frame_1688,1098.36,374.11
frame_1690,1110.04,388.40
frame_1692,1122.15,397.23
frame_1694,1132.38,411.15
frame_1696,1143.34,422.32
frame_1698,1152.79,446.10
frame_1700,1165.31,467.15
frame_1702,1919,0
frame_1704,1919,0
frame_1706,1919,0
frame_1708,1919,0
frame_1710,1171.12,468.08
frame_1712,1168.85,457.71
frame_1714,1152.56,421.28
frame_1716,1138.62,390.84
frame_1718,1125.35,366.14
frame_1720,1112.17,344.51
frame_1722,1105.84,329.32
frame_1724,1092.84,310.56
frame_1726,1085.25,295.21
frame_1728,1077.38,283.60
frame_1730,1070.06,273.71
frame_1732,1066.58,264.37
frame_1734,1061.05,254.05
frame_1736,1054.37,249.60
frame_1738,1047.83,243.88
frame_1740,1042.36,235.96
frame_1742,1038.57,235.39
frame_1744,1036.15,232.87
frame_1746,1034.20,231.66
frame_1748,1032.15,232.36
frame_1750,1025.37,233.06
frame_1752,1023.12,232.83
frame_1754,1019.56,233.98
frame_1756,1018.36,234.35
frame_1758,1017.06,234.88
frame_1760,1009.33,239.67
frame_1762,1009.47,244.82
frame_1764,1007.88,247.70
frame_1766,1005.86,251.22
frame_1768,1004.43,253.72
frame_1770,998.61,263.61
frame_1772,1000.47,260.00
frame_1774,1000.82,255.77
frame_1776,1001.20,248.72
frame_1778,1001.55,244.97
frame_1780,1001.84,236.11
frame_1782,1002.86,230.51
frame_1784,1004.21,224.30
frame_1786,1005.35,222.75
frame_1788,1007.00,220.18
frame_1790,1006.33,214.85
frame_1792,1006.32,214.53
frame_1794,1005.46,209.31
frame_1796,1004.01,211.67
frame_1798,1004.79,212.30
frame_1800,1919,0
frame_1802,1919,0
frame_1804,1919,0
frame_1806,1919,0
frame_1808,1919,0
frame_1810,975.72,212.58
frame_1812,971.70,211.54
frame_1814,968.34,208.89
frame_1816,963.66,209.46
frame_1818,956.72,204.79
frame_1820,947.77,209.16
frame_1822,936.99,213.12
frame_1824,927.98,213.80
frame_1826,918.38,216.25
frame_1828,908.26,222.42
frame_1830,899.38,230.43
frame_1832,890.47,234.43
frame_1834,673.55,98.80
frame_1836,866.21,249.93
frame_1838,854.60,263.53
frame_1840,843.58,272.93
frame_1842,833.52,285.25
frame_1844,821.04,301.13
frame_1846,805.52,313.83
frame_1848,789.90,337.51
frame_1850,778.42,353.01
frame_1852,762.53,377.13
frame_1854,748.18,399.04
frame_1856,730.57,424.08
frame_1858,714.63,457.18
frame_1860,694.84,494.97
frame_1862,676.46,504.18
frame_1864,665.59,504.33
frame_1866,651.06,502.77
frame_1868,638.57,496.36
frame_1870,622.52,500.00
frame_1872,609.68,501.48
frame_1874,594.16,507.97
frame_1876,582.58,511.64
frame_1878,567.16,517.89
frame_1880,548.14,526.96
frame_1882,539.34,534.47
frame_1884,503.14,573.48
frame_1886,1919,0
frame_1888,535.50,474.98
frame_1890,558.20,404.14
frame_1892,581.74,343.05
frame_1894,601.91,292.37
frame_1896,624.43,247.62
frame_1898,642.73,204.34
frame_1900,661.48,168.70
frame_1902,677.48,138.05
frame_1904,696.54,107.17
frame_1906,711.17,85.94
frame_1908,721.83,62.85
frame_1910,736.34,43.72
frame_1912,743.52,29.39
frame_1914,747.56,17.37
frame_1916,752.42,12.51
frame_1918,769.62,12.85
frame_1920,1919,0
frame_1922,1919,0
frame_1924,1919,0
frame_1926,1919,0
frame_1928,1919,0
frame_1930,1919,0
frame_1932,887.73,114.65
frame_1934,886.15,112.52
frame_1936,1919,0
frame_1938,1919,0
frame_1940,1919,0
frame_1942,1919,0
frame_1944,1919,0
frame_1946,1919,0
frame_1948,1919,0
frame_1950,1919,0
frame_1952,1919,0
frame_1954,1919,0
frame_1956,1919,0
frame_1958,1919,0
frame_1960,904.75,13.16
frame_1962,909.53,13.43
frame_1964,914.36,16.74
frame_1966,916.78,21.00
frame_1968,923.08,26.27
frame_1970,926.24,32.64
frame_1972,928.48,34.84
frame_1974,931.09,52.06
frame_1976,937.43,64.49
frame_1978,937.46,70.43
frame_1980,939.98,78.90
frame_1982,943.81,88.03
frame_1984,946.04,99.39
frame_1986,949.36,109.14
frame_1988,951.50,116.09
frame_1990,953.89,128.76
frame_1992,957.25,136.93
frame_1994,960.98,149.28
frame_1996,963.11,157.30
frame_1998,965.08,171.56
frame_2000,969.64,190.37
frame_2002,971.46,206.98
frame_2004,970.01,205.55
frame_2006,975.37,196.17
frame_2008,979.35,192.97
frame_2010,977.49,169.08
frame_2012,975.49,166.67
frame_2014,975.55,158.92
frame_2016,976.48,157.36
frame_2018,977.12,153.69
frame_2020,978.73,140.92
frame_2022,980.49,133.95
frame_2024,982.09,128.76
frame_2026,983.26,124.66
frame_2028,986.21,119.88
frame_2030,982.99,116.07
frame_2032,985.23,111.78
frame_2034,986.13,109.41
frame_2036,986.60,108.59
frame_2038,988.93,106.35
frame_2040,987.68,103.81
frame_2042,990.18,101.91
frame_2044,990.59,99.97
