frame,ball_x,ball_y
frame_690,946.96,191.1
frame_692,947.46,196.85
frame_694,947.29,200.63
frame_696,947.78,204.41
frame_698,948.11,195.54
frame_700,949.43,186.5
frame_702,949.26,179.43
frame_704,949.21,171.22
frame_706,950.35,164.12
frame_708,950.92,157.02
frame_710,951.2,148.22
frame_712,951.77,141.69
frame_714,952.62,136.58
frame_716,952.34,130.04
frame_718,953.63,124.56
frame_720,953.02,119.94
frame_722,953.02,115.17
frame_724,952.68,112.44
frame_726,953.02,107.67
frame_728,952.27,106.72
frame_730,953.5,104.26
frame_732,952.27,102.63
frame_734,952.27,103.85
frame_736,952.27,101.4
frame_738,952.27,103.85
frame_740,950.23,105.9
frame_742,950.63,110.81
frame_744,950.63,115.71
frame_746,950.84,122.78
frame_748,948.59,129.61
frame_750,949.0,138.2
frame_752,946.95,148.83
frame_754,946.95,161.51
frame_756,945.32,174.59
frame_758,944.86,190.86
frame_760,944.91,208.12
frame_762,943.73,227.95
frame_764,942.11,247.98
frame_766,938.78,278.85
frame_768,937.55,302.16
frame_770,938.09,333.91
frame_772,932.96,365.3
frame_774,930.81,402.86
frame_776,929.67,443.1
frame_778,927.01,487.43
frame_780,924.54,538.12
frame_782,924.64,590.0
frame_784,916.14,603.5
frame_786,912.61,588.19
frame_788,907.9,574.06
frame_790,902.6,561.7
frame_792,898.05,546.39
frame_794,893.01,537.28
frame_796,886.95,530.29
frame_798,879.05,520.48
frame_800,874.75,517.79
frame_802,867.44,516.07
frame_804,862.75,514.73
frame_806,854.73,517.34
frame_808,846.67,522.84
frame_810,845.49,453.36
frame_812,850.79,369.16
frame_814,853.14,302.63
frame_816,853.73,254.35
frame_818,856.18,215.4
frame_820,858.64,180.07
frame_822,861.78,154.98
frame_824,862.07,131.49
frame_826,863.05,115.79
frame_828,865.51,100.58
frame_830,866.81,91.32
frame_832,866.33,81.92
frame_834,866.47,75.64
frame_836,869.32,70.33
frame_838,870.37,69.16
frame_840,869.57,65.54
frame_842,870.52,66.25
frame_844,871.23,65.54
frame_846,872.41,66.73
frame_848,872.17,65.78
frame_850,872.17,68.15
frame_852,873.35,72.88
frame_854,873.59,76.9
frame_856,875.72,84.0
frame_858,884.24,93.7
frame_860,897.02,105.53
frame_862,909.32,116.18
frame_864,922.33,129.43
frame_866,936.53,145.52
frame_868,950.73,161.61
frame_870,965.16,176.75
frame_872,982.66,198.65
frame_874,1000.04,218.75
frame_876,1018.26,242.2
frame_878,1033.77,265.77
frame_880,1052.85,293.37
frame_882,1073.24,321.23
frame_884,1094.76,353.0
frame_886,1110.1,362.54
frame_888,1121.0,345.84
frame_890,1131.9,329.83
frame_892,1142.86,316.08
frame_894,1156.27,301.49
frame_896,1167.51,287.69
frame_898,1179.14,276.25
frame_900,1192.35,265.21
frame_902,1207.14,255.94
frame_904,1222.46,243.99
frame_906,1236.11,238.05
frame_908,1250.86,232.17
frame_910,1262.99,227.25
frame_912,1282.74,220.64
frame_914,1297.69,214.03
frame_916,1314.73,215.48
frame_918,1332.04,218.46
frame_920,1353.24,223.73
frame_922,1369.01,222.7
frame_924,1390.39,231.04
frame_926,1408.43,237.99
frame_928,1429.84,250.64
frame_930,1451.1,261.68
frame_932,1475.7,277.32
frame_934,1495.46,293.54
frame_936,1518.71,313.26
frame_938,1543.5,336.3
frame_940,1563.53,358.87
frame_942,1590.37,387.62
frame_944,1614.03,419.44
frame_946,1635.84,454.19
frame_948,1577.23,393.54
frame_950,1511.58,330.29
frame_952,1456.62,274.95
frame_954,1404.24,230.64
frame_956,1358.71,188.11
frame_958,1318.62,151.69
frame_960,1281.89,124.25
frame_962,1249.11,97.72
frame_964,1219.89,75.91
frame_966,1189.83,57.9
frame_968,1166.13,43.18
frame_970,1142.86,27.01
frame_972,1122.55,16.56
frame_974,1104.3,10.22
frame_976,1086.6,1.02
frame_978,1919,0
frame_980,1919,0
frame_982,1919,0
frame_984,1919,0
frame_986,1919,0
frame_988,1919,0
frame_990,1919,0
frame_992,1919,0
frame_994,1919,0
frame_996,1919,0
