frame,ball_x,ball_y
frame_103,377.77,68.29
frame_104,377.77,70.46
frame_105,377.84,73.61
frame_106,377.91,76.23
frame_107,767,0
frame_108,377.92,76.96
frame_109,377.81,75.20
frame_110,377.74,72.99
frame_111,377.94,71.35
frame_112,377.83,69.53
frame_113,767,0
frame_114,767,0
frame_115,767,0
frame_116,767,0
frame_117,767,0
frame_118,767,0
frame_119,767,0
frame_120,767,0
frame_121,767,0
frame_122,767,0
frame_123,767,0
frame_124,767,0
frame_125,767,0
frame_126,767,0
frame_127,767,0
frame_128,767,0
frame_129,767,0
frame_130,767,0
frame_131,767,0
frame_132,767,0
frame_133,767,0
frame_134,767,0
frame_135,767,0
frame_136,767,0
frame_137,767,0
frame_138,767,0
frame_139,767,0
frame_140,767,0
frame_141,767,0
frame_142,767,0
frame_143,767,0
frame_144,377.89,67.13
frame_145,378.18,66.17
frame_146,378.68,64.72
frame_147,379.00,63.01
frame_148,767,0
frame_149,767,0
frame_150,767,0
frame_151,767,0
frame_152,379.42,48.73
frame_153,379.04,45.52
frame_154,378.74,42.79
frame_155,378.63,40.52
frame_156,378.55,38.47
frame_157,378.15,35.99
frame_158,378.01,33.77
frame_159,377.97,32.25
frame_160,377.79,30.54
frame_161,377.75,29.16
frame_162,377.77,28.28
frame_163,377.72,27.19
frame_164,377.58,26.32
frame_165,377.45,25.47
frame_166,377.20,24.90
frame_167,376.69,24.70
frame_168,376.51,24.71
frame_169,376.47,24.74
frame_170,376.22,24.89
frame_171,376.00,25.19
frame_172,375.89,25.60
frame_173,375.68,26.23
frame_174,375.47,27.48
frame_175,375.32,28.63
frame_176,375.26,29.55
frame_177,375.10,30.95
frame_178,374.97,32.40
frame_179,374.72,34.59
frame_180,374.58,36.61
frame_181,377.40,37.53
frame_182,380.09,38.63
frame_183,767,0
frame_184,767,0
frame_185,389.48,44.65
frame_186,392.43,46.67
frame_187,395.41,49.55
frame_188,767,0
frame_189,402.36,56.78
frame_190,405.40,61.16
frame_191,408.33,65.62
frame_192,411.67,71.27
frame_193,415.00,77.48
frame_194,418.44,83.51
frame_195,767,0
frame_196,425.21,98.87
frame_197,428.99,107.82
frame_198,432.56,117.52
frame_199,435.76,128.55
frame_200,439.45,137.51
frame_201,443.44,135.45
frame_202,446.60,133.45
frame_203,449.89,131.53
frame_204,454.15,130.23
frame_205,457.82,129.44
frame_206,462.33,128.91
frame_207,466.78,129.29
frame_208,470.77,129.46
frame_209,476.26,130.32
frame_210,480.58,131.76
frame_211,484.57,135.29
frame_212,490.33,137.84
frame_213,497.11,142.18
frame_214,503.03,147.82
frame_215,508.60,154.97
frame_216,513.90,161.50
frame_217,522.33,171.55
frame_218,528.85,179.99
frame_219,537.73,192.70
frame_220,548.03,210.14
frame_221,545.75,199.33
frame_222,767,0
frame_223,518.03,144.41
frame_224,510.40,127.21
frame_225,767,0
frame_226,498.27,102.10
frame_227,493.75,91.78
frame_228,489.96,83.57
frame_229,485.53,78.19
frame_230,481.75,72.91
frame_231,480.60,69.97
frame_232,478.30,65.33
frame_233,475.79,63.50
frame_234,474.14,62.20
frame_235,471.67,60.06
frame_236,471.01,59.80
frame_237,470.20,59.17
frame_238,468.44,58.31
frame_239,467.25,58.44
frame_240,466.10,59.27
frame_241,465.59,59.36
frame_242,464.96,60.18
frame_243,464.50,61.26
frame_244,463.70,62.92
frame_245,732.89,49.40
frame_246,462.70,65.34
frame_247,461.87,67.03
frame_248,461.95,68.98
frame_249,461.05,71.20
frame_250,460.63,72.47
frame_251,460.24,74.66
frame_252,460.01,76.49
frame_253,459.04,78.55
frame_254,458.72,78.95
frame_255,459.28,75.08
frame_256,459.29,72.81
frame_257,458.75,69.35
frame_258,458.38,66.98
frame_259,458.99,64.88
frame_260,458.95,62.76
frame_261,458.51,61.48
frame_262,459.02,59.54
frame_263,458.59,58.63
frame_264,457.86,57.83
frame_265,455.65,57.22
frame_266,456.93,55.04
frame_267,457.82,52.74
frame_268,458.84,49.93
frame_269,459.38,46.71
frame_270,459.51,43.09
frame_271,460.97,39.26
frame_272,462.77,35.86
frame_273,463.55,33.21
frame_274,464.59,30.46
frame_275,465.63,27.52
frame_276,466.51,24.67
frame_277,467.03,21.13
frame_278,468.61,19.37
frame_279,470.17,17.57
frame_280,471.92,13.09
frame_281,472.13,12.01
frame_282,767,0
frame_283,767,0
frame_284,767,0
frame_285,452.15,71.78
frame_286,767,0
frame_287,767,0
frame_288,456.49,55.79
frame_289,767,0
frame_290,767,0
frame_291,767,0
frame_292,767,0
frame_293,767,0
frame_294,767,0
frame_295,493.44,9.77
frame_296,496.91,12.96
frame_297,498.17,17.01
frame_298,500.53,19.70
frame_299,502.48,24.46
