frame,ball_x,ball_y
frame_564,1919,0
frame_566,1919,0
frame_568,1919,0
frame_570,1919,0
frame_572,1919,0
frame_574,1919,0
frame_576,1919,0
frame_578,1919,0
frame_580,1919,0
frame_582,1919,0
frame_584,1919,0
frame_586,1919,0
frame_588,1919,0
frame_590,1919,0
frame_592,1919,0
frame_594,1919,0
frame_596,1919,0
frame_598,1919,0
frame_600,1919,0
frame_602,1919,0
frame_604,1919,0
frame_606,1919,0
frame_608,1919,0
frame_610,1919,0
frame_612,1919,0
frame_614,1919,0
frame_616,1919,0
frame_618,1919,0
frame_620,1919,0
frame_622,1919,0
frame_624,1919,0
frame_626,1919,0
