frame,ball_x,ball_y
frame_200,1142.77,493.45
frame_202,1143.95,482.84
frame_204,1145.21,473.36
frame_206,1147.56,465.43
frame_208,1149.67,457.99
frame_210,1149.89,450.72
frame_212,1151.37,444.31
frame_214,1152.03,440.54
frame_216,1153.18,435.28
frame_218,1154.33,431.33
frame_220,1155.32,429.2
frame_222,1156.3,426.73
frame_224,1157.45,425.58
frame_226,1158.44,424.1
frame_228,1159.43,423.78
frame_230,1160.74,423.61
frame_232,1160.74,425.42
frame_234,1161.73,426.08
frame_236,1162.38,426.73
frame_238,1162.55,427.06
frame_240,1158.6,419.17
frame_242,1154.17,411.29
frame_244,1149.73,405.7
frame_246,1145.08,397.15
frame_248,1139.08,392.05
frame_250,1134.28,386.15
frame_252,1128.53,380.07
frame_254,1123.28,374.97
frame_256,1117.52,370.71
frame_258,1110.04,366.56
frame_260,1104.71,364.13
frame_262,1097.15,360.18
frame_264,1089.92,358.21
frame_266,1082.85,357.23
frame_268,1074.98,357.46
frame_270,1067.05,356.45
frame_272,1058.37,357.39
frame_274,1048.18,360.35
frame_276,1038.16,363.23
frame_278,1026.82,368.4
frame_280,1016.63,374.81
frame_282,1003.98,381.87
frame_284,992.15,390.75
frame_286,978.2,401.33
frame_288,964.17,413.07
frame_290,949.1,428.7
frame_292,932.55,443.62
frame_294,912.78,465.84
frame_296,892.24,488.02
frame_298,873.11,511.43
frame_300,848.37,544.55
frame_302,824.71,578.73
frame_304,799.41,618.33
frame_306,774.76,622.27
frame_308,753.23,602.39
frame_310,731.87,582.34
frame_312,708.69,563.75
frame_314,685.22,548.46
frame_316,655.79,529.43
frame_318,629.43,513.93
frame_320,595.57,498.58
frame_322,561.72,484.47
frame_324,524.18,475.2
frame_326,485.72,466.0
frame_328,441.79,454.64
frame_330,398.63,451.87
frame_332,349.2,445.91
frame_334,494.33,399.88
frame_336,592.46,372.89
frame_338,661.56,355.31
frame_340,717.3,343.87
frame_342,762.65,336.68
frame_344,793.67,333.59
frame_346,826.75,333.64
frame_348,849.25,332.98
frame_350,872.71,334.69
frame_352,891.35,337.73
frame_354,908.52,341.0
frame_356,920.79,346.73
frame_358,935.91,352.04
frame_360,947.36,356.54
frame_362,956.77,361.85
frame_364,966.58,370.44
frame_366,975.58,378.62
frame_368,984.98,383.93
frame_370,992.34,391.29
frame_372,998.88,398.65
frame_374,1005.42,406.01
frame_376,1011.56,415.01
frame_378,1016.87,422.78
frame_380,1023.0,432.18
frame_382,1027.91,440.77
frame_384,1031.58,446.76
frame_386,1036.58,453.94
frame_388,1041.81,466.12
frame_390,1045.13,487.92
frame_392,1048.66,482.88
frame_394,1050.21,476.37
frame_396,1052.95,469.24
frame_398,1053.67,461.21
frame_400,1056.12,453.44
frame_402,1057.35,447.72
frame_404,1059.8,441.58
frame_406,1061.64,437.19
frame_408,1062.26,434.23
frame_410,1064.3,429.73
frame_412,1065.94,425.23
frame_414,1065.53,422.78
frame_416,1065.94,418.69
frame_418,1062.67,409.69
frame_420,1056.53,400.29
frame_422,1052.04,392.52
frame_424,1046.31,383.93
frame_426,1042.48,376.24
frame_428,1035.27,369.21
frame_430,1029.06,361.86
frame_432,1022.07,354.39
frame_434,1015.67,347.79
frame_436,1006.27,341.86
frame_438,999.29,334.46
frame_440,989.89,329.55
frame_442,983.2,324.88
frame_444,972.94,321.48
frame_446,962.76,318.18
frame_448,953.07,314.79
frame_450,940.41,314.02
frame_452,928.96,311.56
frame_454,914.65,311.15
frame_456,902.89,312.46
frame_458,890.29,313.81
frame_460,874.99,317.29
frame_462,859.87,320.79
frame_464,843.67,324.58
frame_466,823.69,333.31
frame_468,806.55,339.19
frame_470,786.23,350.0
frame_472,764.83,361.98
frame_474,744.97,374.94
frame_476,720.44,391.29
frame_478,695.09,409.28
frame_480,667.69,433.82
frame_482,637.44,457.53
frame_484,605.95,484.11
frame_486,573.65,516.0
frame_488,537.45,549.77
frame_490,493.77,593.24
frame_492,452.98,633.03
frame_494,427.25,612.56
frame_496,391.5,583.65
frame_498,357.71,561.71
frame_500,321.48,536.46
frame_502,280.58,518.71
frame_504,243.12,493.47
frame_506,198.14,477.95
frame_508,150.61,455.93
frame_510,96.04,436.56
frame_512,39.25,424.0
frame_514,1919,0
frame_516,1919,0
frame_518,1919,0
frame_520,1919,0
frame_522,1919,0
frame_524,1919,0
frame_526,1919,0
frame_528,1919,0
frame_530,1919,0
frame_532,1919,0
frame_534,1919,0
frame_536,1919,0
frame_538,1919,0
frame_540,1919,0
frame_542,139.33,292.72
frame_544,306.58,282.85
frame_546,424.92,279.22
frame_548,533.98,278.87
frame_550,616.88,281.75
frame_552,684.85,286.71
frame_554,744.81,291.45
frame_556,798.39,296.16
frame_558,835.48,303.22
frame_560,874.28,312.3
frame_562,905.54,318.53
frame_564,935.57,328.54
frame_566,960.3,336.19
frame_568,983.26,345.61
frame_570,1005.05,353.86
frame_572,1022.95,363.24
frame_574,1037.43,370.34
frame_576,1052.74,382.12
frame_578,1068.03,391.78
frame_580,1079.23,401.55
frame_582,1091.01,412.73
frame_584,1099.25,420.39
frame_586,1107.07,428.61
frame_588,1919,0
frame_590,1127.48,459.67
frame_592,1135.26,465.47
frame_594,1142.82,473.38
frame_596,1148.4,484.74
frame_598,1155.76,492.66
frame_600,1162.33,494.87
frame_602,1165.63,483.84
frame_604,1170.49,474.41
frame_606,1174.85,465.02
frame_608,1179.09,455.49
frame_610,1182.03,449.18
frame_612,1187.81,442.29
frame_614,1190.94,436.19
frame_616,1193.83,431.5
frame_618,1198.82,425.23
frame_620,1201.27,424.0
frame_622,1204.55,419.91
frame_624,1208.74,417.96
frame_626,1211.32,416.13
frame_628,1214.22,416.46
frame_630,1216.81,415.01
frame_632,1220.09,415.97
frame_634,1222.65,417.68
frame_636,1226.23,418.64
frame_638,1227.76,421.65
frame_640,1230.32,423.36
frame_642,1227.66,424.86
frame_644,1222.83,420.25
frame_646,1212.43,411.43
frame_648,1201.92,405.75
frame_650,1190.56,399.79
frame_652,1179.49,396.95
frame_654,1167.56,389.85
frame_656,1155.07,383.04
frame_658,1143.43,380.48
frame_660,1129.23,376.79
frame_662,1113.98,374.11
frame_664,1100.23,371.5
frame_666,1083.17,370.63
frame_668,1069.32,370.54
frame_670,1051.43,369.12
frame_672,1032.13,370.54
frame_674,1015.09,372.25
frame_676,996.35,375.65
frame_678,974.2,379.63
frame_680,952.34,386.16
frame_682,929.62,390.99
frame_684,905.49,402.06
frame_686,878.23,410.86
frame_688,851.82,423.92
frame_690,820.59,438.69
frame_692,788.79,456.01
frame_694,755.19,472.25
frame_696,716.97,495.63
frame_698,680.37,520.91
frame_700,635.8,552.8
frame_702,592.46,582.65
frame_704,545.44,614.13
frame_706,511.45,596.6
frame_708,477.07,579.12
frame_710,441.55,562.08
frame_712,400.92,543.18
frame_714,357.7,524.27
frame_716,318.24,512.62
frame_718,271.49,498.01
frame_720,221.8,484.23
frame_722,168.12,471.88
frame_724,121.03,464.89
frame_726,1919,0
frame_728,1919,0
frame_730,1919,0
frame_732,120.87,413.88
frame_734,249.83,392.15
frame_736,345.51,384.58
frame_738,423.65,374.81
frame_740,482.25,369.93
frame_742,533.34,367.99
frame_744,570.14,367.5
frame_746,606.93,369.46
frame_748,635.39,370.44
frame_750,662.38,373.88
frame_752,682.0,376.82
frame_754,701.63,380.74
frame_756,718.61,386.16
frame_758,730.91,390.18
frame_760,746.29,397.04
frame_762,758.16,402.42
frame_764,767.35,408.17
frame_766,777.76,415.26
frame_768,785.1,421.65
frame_770,793.24,427.25
frame_772,800.48,434.19
frame_774,805.92,440.82
frame_776,812.54,448.63
frame_778,817.51,454.78
frame_780,822.01,462.11
frame_782,826.23,469.43
frame_784,829.41,472.34
frame_786,832.56,472.97
frame_788,838.1,468.98
frame_790,839.99,462.59
frame_792,842.92,456.49
frame_794,846.14,450.99
frame_796,848.98,446.97
frame_798,851.59,441.05
frame_800,853.48,438.69
