frame,ball_x,ball_y
frame_466,1082.1,542.04
frame_468,1094.88,546.87
frame_470,1105.14,538.48
frame_472,1116.82,530.86
frame_474,1129.52,525.01
frame_476,1143.15,519.61
frame_478,1158.76,513.65
frame_480,1172.96,510.53
frame_482,1185.88,507.44
frame_484,1202.43,505.64
frame_486,1217.77,504.96
frame_488,1236.6,505.14
frame_490,1256.27,508.03
frame_492,1277.79,512.7
frame_494,1299.0,518.3
frame_496,1321.69,525.4
frame_498,1345.36,534.02
frame_500,1371.27,544.62
frame_502,1401.3,558.75
frame_504,1430.82,578.54
frame_506,1459.0,597.02
frame_508,1492.57,620.66
frame_510,1463.83,581.25
frame_512,1356.89,545.14
frame_514,1287.41,507.66
frame_516,1227.17,471.64
frame_518,1176.42,446.33
frame_520,1136.93,429.22
frame_522,1102.2,414.74
frame_524,1072.99,402.89
frame_526,1045.33,394.92
frame_528,1022.51,386.63
frame_530,1001.57,381.27
frame_532,981.35,377.42
frame_534,964.8,375.42
frame_536,949.39,374.06
frame_538,940.58,373.38
frame_540,924.38,374.37
frame_542,915.06,376.33
frame_544,904.73,377.93
frame_546,896.35,380.23
frame_548,887.64,383.02
frame_550,878.77,386.15
frame_552,872.69,390.58
frame_554,865.13,395.18
frame_556,860.04,399.62
frame_558,854.62,404.39
frame_560,848.86,409.97
frame_562,844.1,414.24
frame_564,839.33,420.16
frame_566,835.06,426.73
frame_568,830.63,432.98
frame_570,827.01,427.55
frame_572,824.38,419.34
frame_574,821.7,411.94
frame_576,818.96,404.52
frame_578,815.92,397.73
frame_580,813.14,392.08
frame_582,810.86,386.03
frame_584,809.04,381.81
frame_586,805.73,377.36
frame_588,802.87,373.71
frame_590,801.05,372.0
frame_592,796.64,369.97
frame_594,796.26,366.98
frame_596,796.03,364.47
frame_598,794.32,360.47
frame_600,793.73,358.33
frame_602,792.61,355.69
frame_604,791.19,353.42
frame_606,790.76,351.15
frame_608,789.94,349.57
frame_610,787.07,348.69
frame_612,786.12,348.76
frame_614,784.71,348.32
frame_616,783.61,349.36
frame_618,780.92,351.91
frame_620,778.04,354.24
frame_622,776.4,356.98
frame_624,774.76,361.22
frame_626,771.2,366.84
frame_628,768.87,373.41
frame_630,764.76,379.03
frame_632,762.02,388.61
frame_634,758.74,398.33
frame_636,755.04,410.66
frame_638,750.66,423.53
frame_640,746.41,439.96
frame_642,741.24,456.64
frame_644,735.81,477.34
frame_646,731.05,498.7
frame_648,724.73,524.04
frame_650,717.46,554.26
frame_652,710.76,587.76
frame_654,702.04,623.94
frame_656,691.82,665.32
frame_658,684.27,714.26
frame_660,674.15,731.85
frame_662,665.91,724.79
frame_664,654.72,722.43
frame_666,647.66,718.31
frame_668,639.41,718.9
frame_670,629.41,720.67
frame_672,613.51,723.61
frame_674,601.73,729.5
frame_676,622.34,708.89
frame_678,680.63,646.48
frame_680,727.73,597.02
frame_682,767.35,561.11
frame_684,801.56,527.6
frame_686,828.41,502.23
frame_688,851.38,478.09
frame_690,871.39,461.01
frame_692,891.41,447.47
frame_694,906.72,433.34
frame_696,922.01,421.72
frame_698,935.64,413.3
frame_700,948.59,404.79
frame_702,959.49,398.31
frame_704,967.33,394.56
frame_706,976.87,388.77
frame_708,986.46,386.37
frame_710,993.63,383.24
frame_712,1000.38,381.62
frame_714,1007.88,380.59
frame_716,1014.01,379.91
frame_718,1019.6,380.61
frame_720,1025.59,380.59
frame_722,1031.05,381.28
frame_724,1034.45,381.96
frame_726,1041.27,383.66
frame_728,1045.58,385.47
frame_730,1050.34,388.36
frame_732,1053.51,389.73
frame_734,1057.62,393.88
frame_736,1060.35,395.93
frame_738,1063.42,399.68
frame_740,1066.48,404.1
frame_742,1070.23,408.87
frame_744,1073.98,410.58
frame_746,1075.34,414.67
frame_748,1078.07,418.76
frame_750,1082.05,427.01
frame_752,1084.01,426.39
frame_754,1085.29,422.6
frame_756,1087.64,416.97
frame_758,1089.11,411.85
frame_760,1089.99,408.19
frame_762,1090.2,403.11
frame_764,1092.15,398.55
frame_766,1093.06,395.93
frame_768,1095.15,393.2
frame_770,1096.81,391.5
frame_772,1097.49,389.45
