frame,ball_x,ball_y
frame_766,1158.72,494.58
frame_768,1161.66,493.40
frame_770,1165.78,491.04
frame_772,1165.20,492.22
frame_774,1167.55,491.63
frame_776,1169.32,488.69
frame_778,1170.49,482.80
frame_780,1169.32,482.21
frame_782,1171.67,478.68
frame_784,1174.03,473.97
frame_786,1176.38,473.97
frame_788,1177.56,470.44
frame_790,1919,0
frame_792,1919,0
frame_794,1919,0
frame_796,1919,0
frame_798,1919,0
frame_800,1188.16,471.02
frame_802,1191.69,473.97
frame_804,1194.05,479.27
frame_806,1196.99,483.98
frame_808,1199.93,489.28
frame_810,1202.29,495.16
frame_812,1206.56,505.53
frame_814,1208.79,516.07
frame_816,1212.30,525.19
frame_818,1214.65,538.14
frame_820,1219.95,553.45
frame_822,1223.48,569.94
frame_824,1228.19,587.60
frame_826,1232.32,611.15
frame_828,1230.55,604.68
frame_830,1225.84,592.90
frame_832,1218.77,581.13
frame_834,1211.71,568.17
frame_836,1204.05,559.34
frame_838,1199.93,551.10
frame_840,1194.05,542.86
frame_842,1919,0
frame_844,1919,0
frame_846,1919,0
frame_848,1919,0
frame_850,1919,0
frame_852,1919,0
frame_854,1919,0
frame_856,1919,0
frame_858,1919,0
frame_860,1919,0
frame_862,1919,0
frame_864,1919,0
frame_866,1919,0
